NitorCreations-nflow-197273853,nflow-engine/src/main/java/io/nflow/engine/internal/dao/WorkflowInstanceDao.java,35,42
graphhopper-graphhopper-210124629,core/src/test/java/com/graphhopper/routing/util/DataFlagEncoderTest.java,2,17
yamcs-yamcs-166980116,yamcs-core/src/test/resources/IntegrationTest/yprocessor.yaml,69,82
square-okhttp-400993850,okhttp/src/main/java/okhttp3/internal/Internal.java,15,31
charite-jannovar-249719464,jannovar-filter/src/main/java/de/charite/compbio/jannovar/filter/impl/var/VariantThresholdFilterAnnotator.java,29,60
raphw-byte-buddy-363671490,byte-buddy-dep/src/main/java/net/bytebuddy/description/type/TypeDescription.java,6781,6910
SonarSource-sonar-java-341335847,java-checks/src/main/resources/org/sonar/l10n/java/rules/squid/S4351_java.json,0,16
SonarSource-sonar-java-394638505,sonar-java-plugin/pom.xml,107,114
apache-jackrabbit-oak-290323369,oak-core/src/main/java/org/apache/jackrabbit/oak/plugins/index/IndexUpdate.java,31,38
SonarSource-sonar-java-341335847,java-checks/src/test/java/org/sonar/java/filters/PostAnalysisIssueFilterTest.java,20,44
checkstyle-checkstyle-102599923,src/main/java/com/puppycrawl/tools/checkstyle/checks/NewlineAtEndOfFileCheck.java,1,7
checkstyle-checkstyle-102599923,src/main/java/com/puppycrawl/tools/checkstyle/checks/UniquePropertiesCheck.java,1,7
swagger-api-swagger-core-395465873,modules/swagger-models/src/test/java/io/swagger/models/OperationTest.java,118,128
SonarSource-sonar-java-394638505,java-checks/src/main/resources/org/sonar/l10n/java/rules/squid/S2229_java.json,0,17
SonarSource-sonar-java-394638505,java-checks/src/main/java/org/sonar/java/checks/CheckList.java,535,543
GoClipse-goclipse-126655137,plugin_ide.core/src-lang/melnorme/lang/ide/core/operations/build/BuildTargetOperation.java,20,28
ikasanEIP-ikasan-362345902,ikasaneip/component/endpoint/filetransfer/ftp/pom.xml,49,56
igniterealtime-Openfire-302593314,src/database/openfire_oracle.sql,1,390
SonarSource-sonar-java-341335847,its/ruling/src/test/resources/jdk6/squid-S4351.json,0,9
checkstyle-checkstyle-102599923,src/it/java/com/google/checkstyle/test/chapter7javadoc/rule712paragraphs/JavadocParagraphTest.java,1,7
square-okhttp-400993798,okhttp-tests/src/test/java/okhttp3/UrlComponentEncodingTester.java,230,245
SonarSource-sonar-java-382233150,java-checks/src/main/resources/org/sonar/l10n/java/rules/squid/S4426_java.json,0,22
SonarSource-sonar-java-341335847,java-checks/src/main/java/org/sonar/java/checks/StringToStringCheck.java,54,62
SonarSource-sonar-java-383767409,java-checks/src/main/java/org/sonar/java/checks/security/CookieShouldNotContainSensitiveDataCheck.java,70,83
ikasanEIP-ikasan-362345902,ikasaneip/spec/service/solr/pom.xml,49,56
thm-projects-arsnova-backend-343416326,src/main/java/de/thm/arsnova/entities/Content.java,197,204
thm-projects-arsnova-backend-343416326,src/main/java/de/thm/arsnova/persistance/couchdb/CouchDbInitializer.java,104,130
checkstyle-checkstyle-102599923,src/main/java/com/puppycrawl/tools/checkstyle/checks/javadoc/JavadocMethodCheck.java,1,7
NitorCreations-nflow-197273854,nflow-guice/.settings/org.eclipse.core.runtime.prefs,0,3
SonarSource-sonar-java-399461954,java-frontend/src/test/java/org/sonar/java/UCFGJavaVisitorTest.java,290,320
